,Price,Year,Make,Model,Kilometres
701,25795,2019,hyundai,santa fe,50973
702,29900,2018,nissan,titan,107612
703,51512,2024,volkswagen,atlas,19016
704,33990,2022,jeep,cherokee,24053
705,58815,2024,ford,f-150,170
706,164995,2023,jeep,gladiator,892
707,47789,2024,mazda,cx-50,10
708,83988,2024,chevrolet,silverado 2500hd,60819
709,38711,2023,gmc,acadia,30731
710,43858,2024,kia,niro ev,12542
711,24995,2019,toyota,avalon,160290
712,47998,2019,audi,q8,61525
713,64980,2024,volvo,c40 recharge pure electric,9581
714,62907,2023,audi,sq5,13313
715,39848,2024,mitsubishi,eclipse cross,5
716,60888,2023,audi,tt,20575
717,37336,2024,ford,escape,16
718,83674,2024,chevrolet,silverado 1500,7035
719,24903,2021,gmc,terrain,147488
720,17990,2017,toyota,corolla im,62818
721,47999,2023,ford,f-150,57680
722,42995,2022,audi,q5,58890
723,18999,2018,lincoln,mkz,115203
724,23990,2018,audi,s4,176595
725,44907,2021,ram,1500 classic,72589
726,30998,2023,kia,k5,43665
727,19900,2017,land rover,discovery sport,83788
728,23999,2021,kia,k5,69785
729,10995,2013,mazda,mazda3,179555
730,67000,2023,mercedes-benz,glc,14512
731,35000,2022,bmw,x3,57004
732,38495,2021,ford,f-150,99906
733,107667,2024,ford,f-250,17
734,55224,2024,kia,sorento,33
735,18985,2015,ford,transit cargo van,193000
736,29865,2022,volkswagen,tiguan,103488
737,25350,2020,honda,cr-v,111944
738,13995,2018,ford,fusion,123353
739,21499,2020,nissan,qashqai,96336
740,22988,2021,hyundai,elantra hybrid,137000
741,19887,2021,kia,sportage,101218
742,22850,2017,jeep,cherokee,93415
743,28972,2025,volkswagen,jetta,90
744,32777,2021,audi,q5,104657
745,33993,2023,nissan,ariya,6373
746,33497,2024,gmc,terrain,17900
747,82888,2024,audi,q8 e-tron,16179
748,36795,2023,audi,a4,61087
749,45788,2023,ram,1500,11245
750,6990,2015,mazda,mazda3,217303
751,84223,2024,ford,f-150,49
752,16888,2018,chevrolet,cruze,124951
753,48914,2025,acura,integra,150
754,74999,2022,lexus,gx,37838
755,21999,2019,ford,edge,98017
756,38433,2022,hyundai,tucson plug-in hybrid,75145
757,39995,2023,nissan,murano,21685
758,32995,2019,honda,odyssey,74800
759,41705,2024,ford,bronco sport,17
761,51499,2022,ram,1500,85379
762,82995,2021,land rover,range rover,93491
763,52995,2021,audi,q7,73316
764,74498,2024,audi,q8 e-tron,11564
765,15900,2015,honda,accord coupe,137396
766,59333,2023,bmw,3 series,84605
767,24896,2020,infiniti,qx50,78450
768,46578,2025,kia,carnival,32
769,14998,2018,nissan,altima,120200
770,67820,2025,infiniti,qx60,25
771,37995,2021,chevrolet,silverado 1500,136250
772,39282,2025,kia,niro,50
773,51466,2023,ram,1500 classic,50
774,20995,2018,chevrolet,traverse,178514
775,48907,2023,audi,q5,15001
776,18912,2018,nissan,rogue,108076
777,42999,2018,audi,s4,18345
778,88888,2021,lexus,lc,19637
779,23887,2018,honda,accord sedan,71300
780,24888,2017,bmw,5 series,124046
781,75882,2021,chevrolet,corvette,33205
782,54103,2022,chevrolet,silverado 1500,58221
783,17736,2019,kia,sorento,124445
784,34650,2018,bmw,x6,115893
785,16990,2018,honda,cr-v,178476
786,116119,2024,jeep,wrangler,0
787,113888,2023,audi,sq7,11218
788,95262,2024,chevrolet,tahoe,15
789,41995,2022,ford,f-150,86344
790,20995,2020,volkswagen,e-golf,65601
791,42995,2018,lexus,gs,14554
792,28995,2020,kia,optima phev,46393
793,33045,2023,kia,sportage,29220
794,54770,2024,audi,q4 e-tron,820
795,46595,2023,ford,f-150,30103
796,31395,2023,dodge,hornet,7393
797,46998,2024,nissan,murano,8564
798,117824,2024,chevrolet,suburban,19
799,84990,2024,ram,1500,16015
800,18999,2019,ford,escape,142479
801,68894,2024,kia,ev6,71
802,24995,2016,ford,transit cargo van,213262
803,47588,2022,ford,f-150,50434
804,6000,2009,toyota,highlander,305755
805,49895,2023,hyundai,ioniq 5,16262
806,15912,2015,chrysler,200,88123
807,11990,2017,mitsubishi,lancer,127000
808,44700,2023,cadillac,xt4,20692
809,43507,2020,audi,s5,88058
810,12495,2015,chrysler,200,68053
811,83910,2021,porsche,taycan,81334
812,239999,2018,mclaren,720s,16000
813,45488,2018,bmw,5 series,66027
814,28900,2019,volkswagen,golf r,92132
815,38897,2023,jeep,compass,4491
816,25887,2017,audi,sq5,126150
817,32799,2023,mitsubishi,outlander,8708
818,123880,2024,bmw,x7,90
819,35897,2024,ford,bronco sport,46
820,28995,2022,ford,edge,78776
821,36770,2021,land rover,range rover evoque,46200
822,15895,2014,jeep,grand cherokee,137401
823,25488,2019,ford,edge,106497
824,29495,2020,honda,passport,80750
825,36388,2019,audi,a7,58056
826,52222,2022,ford,f-350,67399
827,175900,2022,porsche,911,14632
828,9990,2015,nissan,rogue,183416
829,31999,2018,chevrolet,silverado 1500,112724
830,32499,2021,subaru,forester,18870
831,54245,2024,audi,q5,8879
832,53999,2023,ram,1500 classic,33
833,13000,1997,bmw,3 series,160000
834,57000,2023,bmw,4 series,21522
835,34995,2021,acura,rdx,90610
836,38995,2022,hyundai,santa cruz,47405
837,35790,2023,kia,carnival,49165
838,39965,2022,cadillac,xt4,24302
839,59888,2024,cadillac,lyriq,6433
840,32850,2022,chrysler,300,13298
841,34995,2021,acura,rdx,41412
842,20888,2020,ford,escape,65853
843,35950,2022,bmw,x3,73645
844,38489,2024,chevrolet,malibu,15
845,44597,2023,tesla,model y,26236
846,70175,2023,ford,bronco,377
847,52905,2024,chrysler,pacifica,25
848,139995,2023,dodge,challenger,246
849,24998,2019,volkswagen,golf r,165820
850,47995,2022,volvo,s90,38754
851,22949,2018,kia,sedona,101000
852,31843,2024,buick,encore gx,4572
853,58000,2021,bmw,4 series,10017
854,31997,2022,ford,bronco sport,46005
855,79999,2024,audi,q8 e-tron,12572
856,39910,2016,audi,s7,68997
857,42499,2021,toyota,highlander,48172
858,38482,2024,ford,bronco sport,71
859,55950,2023,ford,bronco,20365
860,21950,2021,hyundai,kona,83008
861,35995,2021,mercedes-benz,glc,63916
862,71500,2023,porsche,macan,11943
863,89999,2022,ford,f-150,20802
864,35999,2020,audi,s4,68301
865,17400,2015,ford,expedition,127431
866,48998,2023,dodge,charger,11880
867,64341,2024,gmc,sierra 1500,5613
868,37995,2020,infiniti,q60,43975
869,34497,2021,ford,f-150,142868
870,22999,2018,ram,1500,173225
871,22405,2018,mercedes-benz,gla,74154
872,64995,2023,ram,2500,102103
873,18995,2020,hyundai,elantra,72958
874,35990,2020,mercedes-benz,glc,70121
875,40500,2023,audi,a4,15785
876,58610,2025,volvo,s60 plug-in hybrid,1331
877,51999,2020,mercedes-benz,gle,56000
878,26209,2016,ram,1500,107660
879,51444,2021,mercedes-benz,c-class,51000
880,49999,2023,bmw,3 series,5196
881,59799,2023,mercedes-benz,glc,17080
882,66888,2023,porsche,macan,46000
883,28795,2023,nissan,rogue,32465
884,34950,2023,toyota,camry,15943
885,40596,2022,ford,f-150,56673
886,65144,2024,kia,ev6,33
887,267800,2022,porsche,911,3315
888,69995,2022,ram,1500,28080
889,39995,2021,jeep,grand cherokee,57218
890,94995,2023,gmc,yukon xl,4024
891,20995,2019,honda,clarity plug-in hybrid,84136
892,12988,2015,kia,optima hybrid,122368
893,57990,2024,ram,1500 classic,27
894,66495,2023,chrysler,300,0
895,26425,2018,jeep,compass,71176
896,49900,2020,ram,1500,53950
897,21491,2017,dodge,durango,187187
898,53700,2022,mercedes-benz,glc,31379
899,22495,2022,hyundai,kona,48357
900,37990,2023,ford,escape,41495
901,48898,2020,bmw,x5,118807
902,79900,2014,mercedes-benz,sl-class,30000
903,49414,2025,acura,integra,150
904,50774,2025,kia,sorento,10
905,16998,2019,hyundai,elantra gt,80298
906,96757,2024,mercedes-benz,gle,7142
907,45995,2022,jeep,grand cherokee l,61045
908,36770,2021,bmw,3 series,45374
909,29974,2020,jeep,cherokee,92957
910,29890,2022,chevrolet,colorado,11336
911,32107,2021,volkswagen,atlas,56886
912,62924,2025,ram,1500,0
913,102899,2023,mercedes-benz,eqe,6231
914,58288,2023,gmc,sierra 1500,25302
915,55995,2023,honda,pilot,16386
916,34950,2023,toyota,camry,15943
917,23521,2017,jeep,wrangler,86340
918,59100,2024,bmw,2 series,2000
919,25547,2017,ford,edge,91819
920,19995,2016,volkswagen,golf r,190000
921,32998,2021,audi,q5,91759
922,66000,2022,audi,e-tron s sportback,18672
923,76900,2024,mercedes-benz,glb,90
924,70977,2024,mercedes-benz,c-class,5826
925,33999,2020,volvo,xc60,63480
926,22995,2016,chrysler,300,29609
927,115899,2023,bmw,x7,24976
928,22500,2002,ford,thunderbird,45002
929,12888,2017,hyundai,sonata,152138
930,41980,2020,nissan,armada,53080
931,15994,2020,nissan,kicks,61810
932,51889,2023,jeep,wrangler,15352
933,20999,2019,kia,sorento,58152
934,39997,2023,ford,bronco sport,50
935,23888,2021,kia,sportage,60629
936,20000,2018,jeep,compass,62000
937,85000,2023,gmc,sierra 1500,16200
938,59712,2022,ford,expedition,121593
939,21985,2020,ford,escape,35083
940,33495,2024,volkswagen,jetta gli,10641
941,40443,2019,ram,1500,126353
942,57898,2022,audi,e-tron sportback,23951
943,39995,2021,ford,f-150,63881
944,36998,2019,audi,e-tron,68769
945,102995,2023,land rover,range rover sport,33846
946,67689,2023,chevrolet,suburban,71081
947,23985,2018,mazda,cx-9,93383
948,42500,2022,ford,explorer,35840
949,26995,2020,audi,q3,32183
950,40995,2024,jeep,wrangler,5325
951,44912,2019,gmc,sierra 1500,119755
952,29952,2016,ford,expedition,118765
953,59880,2018,ford,f-350,221200
954,18999,2018,jaguar,xe,137700
955,10900,2014,kia,rondo,97124
956,35495,2022,ford,mustang mach-e,50720
957,8977,2015,nissan,altima,133152
958,24895,2018,ford,edge,85929
959,28892,2023,volkswagen,taos,39732
960,34595,2023,honda,civic sedan,17808
961,39997,2021,chevrolet,traverse,63350
962,40998,2020,audi,q7,49757
963,38900,2019,ram,1500,128448
964,32116,2019,ram,1500,149959
965,13288,2012,volkswagen,touareg,164254
966,40029,2024,jeep,compass,0
967,68644,2024,kia,ev6,40
968,199950,2024,nissan,gt-r,10123
969,16499,2016,honda,civic sedan,102525
970,15995,2015,nissan,pathfinder,174521
971,37995,2022,cadillac,xt4,19000
972,24998,2018,cadillac,xt5,55117
973,40480,2024,toyota,gr86,7286
974,49999,2023,dodge,durango,42946
975,31888,2020,mercedes-benz,glc,53602
976,44896,2021,audi,q7,94999
977,25900,2020,audi,q3,103706
978,82777,2016,dodge,challenger,4500
979,39997,2021,toyota,rav4,29450
980,22575,2020,honda,civic sedan,123673
981,30999,2019,jeep,grand cherokee,80954
982,56998,2024,mazda,cx-90 phev,23200
983,37910,2021,mercedes-benz,glc,61414
984,71951,2023,mercedes-benz,gla,3800
985,16494,2017,volkswagen,e-golf,92069
986,27573,2020,lincoln,corsair,75718
987,25900,2016,mercedes-benz,gl-class,232629
988,43850,2022,volvo,xc60,19380
989,299998,2021,lamborghini,urus,15321
990,29780,2019,chevrolet,colorado,62640
991,59385,2024,ford,f-150,0
992,50151,2024,mazda,cx-50,8336
993,35495,2020,audi,q5,63899
994,67820,2025,infiniti,qx60,25
995,159887,2008,ferrari,f430,30682
997,131098,2024,dodge,durango,15
998,29995,2022,honda,accord sedan,86019
999,36999,2022,chevrolet,silverado 1500 ltd,99570
1000,45888,2023,land rover,range rover evoque,4014
1001,45888,2023,volkswagen,id.4,6201
1002,39495,2022,kia,stinger,50500
1003,41850,2024,honda,cr-v,3954
1004,30669,2021,nissan,murano,33603
1005,106710,2024,ford,f-150,10225
1006,43595,2023,audi,q5,31410
1007,34812,2022,ford,edge,92479
1008,25998,2020,audi,q3,74118
1009,24800,2018,honda,civic hatchback,103748
1010,40995,2022,audi,q5,71969
1011,67380,2024,ford,f-150,5
1012,59350,2024,bmw,3 series,4000
1013,38500,2023,kia,sportage,18440
1014,94495,2024,audi,q7,10660
1015,30000,2015,land rover,range rover,145250
1016,79789,2023,jeep,grand cherokee,10
1017,42498,2023,jeep,grand cherokee,24982
1018,48998,2022,mercedes-benz,glc,12250
1019,49850,2023,jeep,grand cherokee,9800
1020,53954,2022,ford,f-150,92115
1021,28621,2010,mercedes-benz,e-class,74023
1022,41495,2021,dodge,challenger,37387
1023,9980,2014,volkswagen,tiguan,128593
1024,76105,2023,ford,bronco,8
1025,7899,2010,mazda,mazda3,207176
1026,31995,2023,ford,bronco sport,43010
1027,34999,2020,mercedes-benz,cla,79012
1028,83988,2024,chevrolet,silverado 2500hd,60819
1029,45507,2022,jeep,wrangler,28564
1030,55645,2023,dodge,durango,30768
1031,24795,2017,audi,q3,140263
1032,43995,2024,mitsubishi,outlander,11325
1033,49000,2022,audi,sq5,52791
1034,37907,2022,jeep,wrangler,4446
1035,45995,2019,audi,s5,37866
1036,32995,2020,cadillac,xt5,81091
1037,62126,2024,jeep,wrangler,8539
1038,27499,2020,audi,q5,41532
1039,54990,2022,audi,e-tron sportback,25007
1040,44165,2024,audi,q3,10163
1041,33980,2020,ford,mustang,31489
1042,29999,2015,land rover,range rover sport,128300
1043,29995,2020,chevrolet,silverado 1500,202000
1044,136897,2023,porsche,taycan,1871
1045,56900,2024,lexus,nx,23389
1046,77888,2022,land rover,range rover sport,20871
1047,40995,2023,volkswagen,atlas,68963
1048,26988,2023,hyundai,sonata,57297
1049,67792,2022,chevrolet,tahoe,61918
1050,67988,2015,bmw,i8,49846
1051,82988,2024,audi,q8 e-tron,5035
1052,39499,2023,toyota,venza,49008
1053,47000,2023,audi,a5,90
1054,48995,2024,kia,sorento,6633
1055,42995,2022,ram,1500 classic,13778
1056,42192,2022,genesis,gv70,60602
1057,59884,2022,toyota,tundra,39711
1058,70175,2023,ford,bronco,377
1059,28498,2022,nissan,maxima,81669
1060,52905,2024,chrysler,pacifica,25
1061,18366,2018,volkswagen,passat,140171
1062,31777,2021,acura,tlx,52210
1063,53488,2020,ford,expedition,88242
1064,61995,2018,ram,2500,84972
1065,30998,2019,ford,explorer,35756
1066,33712,2020,ford,edge,39679
1067,38995,2024,hyundai,kona,11799
1068,59998,2023,dodge,durango,0
1069,20888,2017,infiniti,qx30,78713
1070,46900,2022,bmw,x4,43072
1071,38990,2024,ford,unspecified,4178
1072,99998,2022,mercedes-benz,s-class,64174
1073,24999,2019,ford,fusion hybrid,37050
1074,29999,2021,mazda,cx-9,85423
1075,94100,2024,dodge,durango,0
1076,29995,2024,nissan,sentra,15862
1077,34225,2024,chevrolet,malibu,17
1078,41995,2021,acura,tlx,41128
1079,22997,2019,nissan,kicks,52820
1080,13980,2010,chevrolet,camaro,123693
1081,49990,2022,gmc,sierra 1500,59000
1082,38931,2023,gmc,acadia,34982
1083,39995,2019,porsche,macan,110860
1084,62900,2023,audi,q7,12995
1085,41888,2021,audi,a6,41315
1086,49975,2021,audi,q7,88446
1087,38553,2023,dodge,challenger,16920
1088,49900,2020,bmw,4 series,19000
1089,37612,2024,ford,bronco sport,20
1090,25799,2018,infiniti,qx60,70437
1091,49990,2023,mercedes-benz,cla,12553
1092,70120,2025,infiniti,qx60,25
1093,54995,2017,land rover,range rover,90000
1094,35899,2024,hyundai,tucson,40
1095,18977,2016,volvo,xc90,177375
1096,56997,2024,chevrolet,silverado 1500,7445
1097,34980,2023,kia,sportage,20303
1098,25900,2022,gmc,terrain,49722
1099,31975,2022,chrysler,voyager,113997
1100,39850,2020,lincoln,aviator,123323
1101,51035,2023,mercedes-benz,glb,11155
1102,89995,2024,land rover,defender,1756
1103,58888,2021,ford,expedition,65197
1104,95995,2024,mercedes-benz,gle,8926
1105,9980,2015,nissan,sentra,165252
1106,49999,2022,tesla,model y,54175
1107,8500,2012,mini,cooper hardtop,165204
1108,50161,2023,ram,1500 classic,50
1109,50161,2023,audi,a4,50
1110,50161,2023,subaru,forester,50
1111,39888,2022,audi,a5,28617
1112,77665,2024,mercedes-benz,glb,90
1113,34879,2020,volvo,s60,53016
1114,30000,2015,land rover,range rover,145250
1115,33325,2023,ford,bronco sport,63381
1116,16900,2013,subaru,brz,71846
1117,80988,2024,bmw,x4,7681
1118,95899,2024,bmw,x6,14927
1119,32995,2020,mercedes-benz,c-class,77432
1120,58773,2021,gmc,sierra 1500,54000
1121,55777,2023,ram,1500,23589
1122,16999,2017,nissan,murano,133835
1123,49995,2023,dodge,durango,27337
1124,38482,2024,ford,bronco sport,71
1125,11900,2014,chevrolet,trax,125216
1126,17998,2019,subaru,impreza,103358
1127,21950,2021,hyundai,kona,83008
1128,82765,2023,jeep,grand cherokee,27
1129,37507,2020,audi,a4 allroad,80525
1130,37995,2020,infiniti,q50,46234
1131,47995,2020,honda,civic type r,27872
1132,69951,2024,audi,q7,12601
1133,27488,2017,audi,a8,123456
1134,21989,2021,nissan,sentra,82000
1135,44877,2023,chrysler,300,195
1136,9888,2017,kia,forte,75294
1137,68034,2024,chevrolet,silverado 1500,10
1138,24777,2017,chevrolet,camaro,77603
1139,49995,2023,dodge,durango,27337
1140,63130,2025,ford,explorer,0
1141,70120,2025,infiniti,qx60,25
1142,61997,2023,toyota,tundra,46391
1143,89999,2022,ford,f-150,20802
1144,35000,2020,ford,f-150,34000
1145,44495,2023,honda,passport,25900
1146,24690,2020,mazda,cx-3,61148
1147,23995,2019,audi,a5,115540
1148,18995,2021,mazda,mazda3,63820
1149,39899,2017,gmc,yukon xl,96926
1150,60888,2022,toyota,gr supra,15250
1151,28850,2018,volvo,s90,66807
1152,63821,2024,lexus,rx 350h,35
1153,69549,2023,jeep,grand cherokee,12
1154,41888,2022,volvo,s60 recharge,63101
1155,20897,2014,mercedes-benz,cla,108682
1156,21495,2015,honda,cr-v,152884
1157,79995,2023,ram,1500,7664
1158,61800,2024,jeep,wrangler,0
1159,26888,2015,tesla,model s,144073
1160,22812,2018,jeep,wrangler,259885
1161,28899,2019,dodge,charger,95645
1162,31498,2024,volkswagen,jetta gli,27384
1163,31498,2024,land rover,range rover,27384
1164,31498,2024,bmw,x1,27384
1165,31498,2024,nissan,ariya,27384
1166,31498,2024,lexus,rx,27384
1167,31498,2024,jeep,grand cherokee l,27384
1168,31498,2024,nissan,rogue,27384
1169,31498,2024,bmw,x5,27384
1170,31498,2024,ford,mustang mach-e,27384
1171,31498,2024,jeep,gladiator,27384
1172,31498,2024,hyundai,kona electric,27384
1173,31498,2024,ford,explorer,27384
1174,19950,2016,bmw,5 series,109381
1175,43600,2023,cadillac,xt4,12174
1176,58900,2024,bmw,x3,11246
1177,25941,2017,gmc,sierra 1500,42683
1178,45794,2023,ford,mustang mach-e,16132
1179,23901,2020,hyundai,kona,70323
1180,21132,2021,kia,rio 5-door,26877
1181,30995,2020,ram,1500 classic,92191
1182,32393,2022,chrysler,300,82458
1183,45995,2023,ford,f-150,20265
1184,78805,2023,mercedes-benz,eqe,17065
1185,72850,2022,jeep,grand wagoneer,38766
1186,39819,2019,bmw,i3,40181
1187,48995,2019,toyota,4runner,75993
1188,36950,2024,honda,civic hatchback,18650
1189,43870,2022,toyota,rav4,24250
1190,44500,2005,bentley,continental gt,78000
1191,44500,2005,mitsubishi,outlander,78000
1192,44500,2005,gmc,terrain,78000
1193,44500,2005,honda,civic sedan,78000
1194,44500,2005,chevrolet,trailblazer,78000
1195,44500,2005,mercedes-benz,c-class,78000
1196,44500,2005,bmw,5 series,78000
1197,25888,2019,land rover,discovery sport,48120
1198,39995,2024,honda,cr-v,35647
1199,94500,2024,bmw,m3,6649
1200,15900,2016,audi,q3,100548
1201,52995,2022,audi,q7,59130
1202,77496,2024,chevrolet,silverado ev,5587
1203,44450,2023,acura,rdx,41428
1204,23900,2020,nissan,rogue,44761
1205,34995,2018,mercedes-benz,gle,49300
1206,71998,2023,ram,1500,12202
1207,44907,2020,ford,f-150,114243
1208,88140,2024,ford,mustang,33
1209,34225,2024,chevrolet,malibu,17
1210,18999,2019,nissan,rogue,140676
1211,8924,2016,chevrolet,sonic,177547
1212,13500,1997,cadillac,deville,77300
1213,49995,2023,chrysler,300,9807
1214,53995,2023,lincoln,nautilus,14000
1215,42598,2023,ford,bronco sport,15575
1216,72888,2023,gmc,sierra 1500,42860
1217,35099,2017,mercedes-benz,c-class,74164
1218,43999,2019,audi,q7,67697
1219,175900,2022,porsche,911,14632
1220,34990,2020,honda,pilot,90400
1221,39990,2021,ram,1500 classic,57801
1222,26949,2020,bmw,x1,68925
1223,67995,2021,ram,2500,135246
1224,20999,2014,jeep,wrangler,164467
1225,1450,2008,honda,fit,263000
1226,10439,2013,hyundai,tucson,147364
1227,51920,2024,toyota,bz4x,10
1228,29885,2016,cadillac,ct6,124114
1229,36498,2021,ford,f-150,82125
1230,209323,2024,cadillac,escalade esv,25
1231,15995,2018,ford,fusion,167761
1232,29898,2020,ford,explorer,80806
1233,45799,2022,kia,telluride,61095
1234,32618,2018,ram,1500,74647
1235,40621,2018,mercedes-benz,slc-class,94293
1236,58999,2024,dodge,durango,5112
1237,99900,2021,land rover,range rover,45301
1238,66700,2024,chevrolet,silverado 2500hd,25
1239,51745,2024,volkswagen,golf r,90
1240,51781,2023,ford,f-150,35625
1241,45995,2023,jeep,cherokee,19200
1242,22980,2021,nissan,leaf,6115
1243,23900,2020,kia,optima,45907
1244,27795,2017,jeep,wrangler,118543
1245,51888,2019,mercedes-benz,s-class,103380
1246,38495,2021,lincoln,corsair,63128
1247,55995,2023,nissan,armada,53173
1248,29900,2024,volkswagen,taos,15270
1249,17498,2020,kia,sorento,143138
1250,87912,2023,gmc,sierra 2500,21674
1251,50990,2021,chevrolet,silverado 1500,45011
1252,58812,2023,ford,transit cargo van,37243
1253,41801,2019,audi,q8,40247
1254,21995,2021,ford,ecosport,82996
1255,38539,2022,jeep,cherokee,16989
1256,33888,2014,bmw,z4,100500
1257,42819,2020,bmw,x5,95379
1258,29999,2018,bmw,6 series,101000
1259,24990,2018,toyota,prius prime,76053
1260,24479,2014,ford,f-150,129868
1261,59628,2024,jeep,wrangler,0
1262,90686,2024,chevrolet,suburban,12
1263,163506,2024,porsche,taycan,3594
1264,13950,2018,ford,escape,171802
1265,39995,1926,ford,unspecified,1000
1266,46948,2023,audi,q5,25583
1267,16994,2018,gmc,terrain,132564
1268,37200,2020,mercedes-benz,c-class,38500
1269,34998,2020,volvo,s60,50031
1270,20998,2021,hyundai,elantra,91579
